 1,        1, -795755684
 1,        1, 581869302
 1,        1, -404620562
 1,        1, -708632711
 1,        1, 545404204
 1,        1, -133711905
 1,        1, -372047867
 1,        1, 949333985
 1,        1, -1579004998
 1,        1, 1323567403
 1,        1, 418932835
 1,        1, -1944672731
 1,        1, 1196140740
 1,        1, 809094426
 1,        1, -1946129057
 1,        1, -30574576
 1,        1, -182506777
 1,        1, -15198492
 1,        1, -150802599
 1,        1, -138749190
 1,        1, 676943009
 1,        1, -1177512687
 1,        1, -126303053
 1,        1, -81133257
 1,        1, -183966550
 1,        1, 471852626
 1,        1, 2084672536
 1,        1, -867128743
 1,        1, -857788836
 1,        1, 1275731771
 3,        3, -795755684
 3,        3, 581869302
 3,        3, -404620562
 3,        3, -708632711
 3,        3, 545404204
 3,        3, -133711905
 3,        3, -372047867
 3,        3, 949333985
 3,        3, -1579004998
 3,        3, 1323567403
 3,        3, 418932835
 3,        3, -1944672731
 3,        3, 1196140740
 3,        3, 809094426
 3,        3, -1946129057
 3,        3, -30574576
 3,        3, -182506777
 3,        3, -15198492
 3,        3, -150802599
 3,        3, -138749190
 3,        3, 676943009
 3,        3, -1177512687
 3,        3, -126303053
 3,        3, -81133257
 3,        3, -183966550
 3,        3, 471852626
 3,        3, 2084672536
 3,        3, -867128743
 3,        3, -857788836
 3,        3, 1275731771
 2,        2, -795755684
 2,        2, 581869302
 2,        2, -404620562
 2,        2, -708632711
 2,        2, 545404204
 2,        2, -133711905
 2,        2, -372047867
 2,        2, 949333985
 2,        2, -1579004998
 2,        2, 1323567403
 2,        2, 418932835
 2,        2, -1944672731
 2,        2, 1196140740
 2,        2, 809094426
 2,        2, -1946129057
 2,        2, -30574576
 2,        2, -182506777
 2,        2, -15198492
 2,        2, -150802599
 2,        2, -138749190
 2,        2, 676943009
 2,        2, -1177512687
 2,        2, -126303053
 2,        2, -81133257
 2,        2, -183966550
 2,        2, 471852626
 2,        2, 2084672536
 2,        2, -867128743
 2,        2, -857788836
 2,        2, 1275731771
 1,        1, 609397212
 1,        1, 20544909
 1,        1, 1811450929
 1,        1, 483031418
 1,        1, -361913170
 1,        1, -1547204601
 1,        1, -892462743
 1,        1, -522136403
 1,        1, -173978709
 1,        1, -2131752568
 1,        1, -1478582452
 1,        1, -867889990
 1,        1, 153380495
 1,        1, 1551745920
 1,        1, -647984699
 1,        1, 910208076
 1,        1, -283496851
 1,        1, -1368550362
 1,        1, -1379821989
 1,        1, 1712568902
 1,        1, -1040498238
 1,        1, -1113911603
 1,        1, -1103237636
 1,        1, 2039073006
